,Indicator,Country,Date,value
536,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-10-31,0.0
537,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-10-31,1.0
538,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-10-31,8.0
539,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-10-31,0.0
540,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-10-29,997.0
541,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-10-29,2413.0
542,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-10-29,1500.0
543,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2014-10-29,1.0
544,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-10-29,0.0
545,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-10-29,1.0
546,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-10-29,8.0
547,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-10-29,0.0
548,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-10-25,926.0
549,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-10-25,2705.0
550,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-10-25,1281.0
551,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2014-10-25,1.0
552,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-10-25,0.0
553,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-10-25,1.0
554,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-10-25,8.0
555,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-10-25,0.0
556,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-10-22,904.0
557,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-10-22,2705.0
558,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-10-22,1259.0
559,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-10-22,0.0
560,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-10-22,1.0
561,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-10-22,8.0
562,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-10-22,0.0
563,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-10-17,862.0
564,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-10-17,2484.0
565,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-10-17,1200.0
566,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-10-17,8.0
567,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-10-17,0.0
568,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-10-17,0.0
569,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-10-17,1.0
570,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-10-15,843.0
571,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-10-15,2458.0
572,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-10-15,1183.0
573,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-10-15,8.0
574,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-10-15,0.0
575,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-10-15,0.0
576,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-10-15,1.0
577,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-10-10,778.0
578,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-10-10,2316.0
579,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-10-10,930.0
580,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-10-10,8.0
581,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-10-10,0.0
582,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-10-10,0.0
583,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-10-10,0.0
584,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-10-08,768.0
585,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-10-08,2210.0
586,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-10-08,879.0
587,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-10-08,8.0
588,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-10-08,0.0
589,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-10-08,0.0
590,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-10-03,739.0
591,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-10-03,2069.0
592,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-10-03,623.0
593,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-10-03,8.0
594,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-10-03,0.0
595,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-10-03,0.0
596,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-10-01,710.0
597,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-10-01,1998.0
598,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-10-01,622.0
599,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-10-01,8.0
600,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-10-01,0.0
601,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-09-26,648.0
602,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-09-26,1830.0
603,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-09-26,605.0
604,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-09-26,8.0
605,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-09-26,0.0
606,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-09-24,635.0
607,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-09-24,1677.0
608,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-09-24,597.0
609,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-09-24,8.0
610,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-09-24,0.0
611,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-09-22,632.0
612,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-09-22,1578.0
613,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-09-22,593.0
614,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-09-22,8.0
615,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-09-22,0.0
616,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-09-18,601.0
617,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-09-18,1459.0
618,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-09-18,562.0
619,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-09-18,8.0
620,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-09-18,0.0
621,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-09-16,595.0
622,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-09-16,1296.0
623,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-09-16,562.0
624,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-09-16,8.0
625,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-09-16,0.0
626,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-09-12,557.0
627,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-09-12,1137.0
628,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-09-12,524.0
629,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-09-12,8.0
630,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-09-12,0.0
631,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-09-08,555.0
632,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-09-08,1224.0
633,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-09-08,509.0
634,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-09-08,8.0
635,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-09-08,0.0
636,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-09-05,517.0
637,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-09-05,1089.0
638,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-09-05,491.0
639,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-09-05,8.0
640,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-09-05,0.0
641,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-08-29,430.0
642,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-08-29,694.0
643,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-08-29,422.0
644,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-08-29,7.0
645,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-03-11,4162.0
646,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-03-11,2170.0
647,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-03-11,3629.0
648,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-03-11,0.0
649,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-03-11,6.0
650,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-03-11,8.0
651,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-03-11,0.0
652,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-03-11,0.0
653,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-03-11,1.0
654,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-03-12,2187.0
655,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-03-12,4162.0
656,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-03-12,3655.0
657,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-03-12,0.0
658,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-03-12,6.0
659,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-03-12,8.0
660,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-03-12,0.0
661,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-03-12,0.0
662,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-03-12,1.0
663,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-03-13,2192.0
664,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-03-13,4241.0
665,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-03-13,3663.0
666,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-03-13,0.0
667,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-03-13,6.0
668,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-03-13,8.0
669,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-03-13,0.0
670,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-03-13,0.0
671,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-03-13,1.0
672,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-03-16,2216.0
673,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-03-16,4241.0
674,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-03-16,3687.0
675,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-03-16,0.0
676,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-03-16,6.0
677,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-03-16,8.0
678,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-03-16,0.0
679,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-03-16,0.0
680,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-03-16,1.0
681,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-03-17,2224.0
682,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-03-17,4264.0
683,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-03-17,3691.0
684,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-03-17,0.0
685,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-03-17,6.0
686,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-03-17,8.0
687,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-03-17,0.0
688,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-03-17,0.0
689,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-03-17,1.0
690,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-03-18,2224.0
691,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-03-18,4264.0
692,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-03-18,3691.0
693,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-03-18,0.0
694,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-03-18,6.0
695,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-03-18,8.0
696,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-03-18,0.0
697,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-03-18,0.0
698,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-03-18,1.0
699,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-03-20,2241.0
700,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-03-20,4283.0
701,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-03-20,3712.0
702,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-03-20,0.0
703,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-03-20,6.0
704,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-03-20,8.0
705,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-03-20,0.0
706,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-03-20,0.0
707,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-03-20,1.0
708,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-03-23,2261.0
709,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-03-23,4296.0
710,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-03-23,3742.0
711,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-03-23,0.0
712,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-03-23,6.0
713,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-03-23,8.0
714,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-03-23,0.0
715,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-03-23,0.0
716,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-03-23,1.0
717,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-03-24,2263.0
718,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-03-24,4301.0
719,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-03-24,3747.0
720,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-03-24,0.0
721,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-03-24,6.0
722,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-03-24,8.0
723,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-03-24,0.0
724,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-03-24,0.0
725,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-03-24,1.0
726,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-03-25,2263.0
727,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-03-25,4301.0
728,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-03-25,3747.0
729,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-03-25,0.0
730,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-03-25,6.0
731,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-03-25,8.0
732,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-03-25,0.0
733,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-03-25,0.0
734,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-03-25,1.0
735,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-03-26,4301.0
736,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-03-26,2273.0
737,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-03-26,3764.0
738,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-03-26,0.0
739,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-03-26,6.0
740,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-03-26,8.0
741,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-03-26,0.0
742,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-03-26,0.0
743,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-03-26,1.0
744,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-03-27,2276.0
745,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-03-27,3773.0
746,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-03-27,4301.0
747,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-03-27,0.0
748,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-03-27,6.0
749,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-03-27,8.0
750,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-03-27,0.0
751,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-03-27,0.0
752,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-03-27,1.0
753,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-04-07,2333.0
754,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-04-07,4408.0
755,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-04-07,3832.0
756,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-04-07,0.0
757,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-04-07,6.0
758,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-04-07,8.0
759,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-04-07,0.0
760,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-04-07,0.0
761,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-04-07,1.0
762,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-04-09,2335.0
763,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-04-09,4408.0
764,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-04-09,3841.0
765,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-04-09,0.0
766,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-04-09,6.0
767,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-04-09,8.0
768,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-04-09,0.0
769,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-04-09,0.0
770,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-04-09,1.0
771,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-04-13,2342.0
772,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-04-13,4408.0
773,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-04-13,3854.0
774,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-04-13,0.0
775,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-04-13,6.0
776,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-04-13,8.0
777,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-04-13,0.0
778,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-04-13,0.0
779,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-04-13,1.0
780,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-04-14,2346.0
781,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-04-14,4408.0
782,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-04-14,3857.0
783,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-04-14,0.0
784,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-04-14,6.0
785,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-04-14,8.0
786,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-04-14,0.0
787,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-04-14,0.0
788,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-04-14,1.0
789,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-04-15,2346.0
790,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-04-15,4486.0
791,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-04-15,3857.0
792,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-04-15,0.0
793,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-04-15,6.0
794,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-04-15,8.0
795,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-04-15,0.0
796,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-04-15,0.0
797,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-04-15,1.0
798,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-04-16,2348.0
799,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-04-16,4486.0
800,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-04-16,3865.0
801,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-04-16,0.0
802,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-04-16,6.0
803,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-04-16,8.0
804,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-04-16,0.0
805,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-04-16,0.0
806,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-04-16,1.0
807,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-04-17,2351.0
808,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-04-17,4486.0
809,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-04-17,3865.0
810,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-04-17,0.0
811,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-04-17,6.0
812,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-04-17,8.0
813,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-04-17,0.0
814,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-04-17,0.0
815,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-04-17,1.0
816,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-04-20,2357.0
817,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-04-20,4486.0
818,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-04-20,3872.0
819,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-04-20,0.0
820,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-04-20,6.0
821,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-04-20,8.0
822,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-04-20,0.0
823,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-04-20,0.0
824,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-04-20,1.0
825,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-04-21,2358.0
826,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-04-21,4486.0
827,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-04-21,3877.0
828,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-04-21,0.0
829,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-04-21,6.0
830,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-04-21,8.0
831,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-04-21,0.0
832,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-04-21,0.0
833,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-04-21,1.0
834,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-04-22,3877.0
835,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-04-22,2358.0
836,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-04-22,4573.0
837,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-04-22,0.0
838,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-04-22,6.0
839,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-04-22,8.0
840,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-04-22,0.0
