,Indicator,Country,Date,value
527,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-10-31,1.0
528,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-10-31,1.0
529,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-31,4.0
530,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-10-31,20.0
531,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-10-31,1.0
532,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-10-29,1906.0
533,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-10-29,6535.0
534,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-10-29,5235.0
535,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-10-29,1.0
536,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-10-29,1.0
537,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-29,4.0
538,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-10-29,20.0
539,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-10-29,1.0
540,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-10-25,1553.0
541,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-10-25,4665.0
542,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-10-25,3896.0
543,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-10-25,1.0
544,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-10-25,1.0
545,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-25,4.0
546,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-10-25,20.0
547,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-10-25,1.0
548,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-10-22,1540.0
549,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-10-22,4665.0
550,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-10-22,3706.0
551,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-10-22,1.0
552,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-22,3.0
553,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-10-22,20.0
554,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-10-22,1.0
555,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-10-17,1519.0
556,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-10-17,4262.0
557,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-10-17,3410.0
558,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-10-17,20.0
559,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-10-17,1.0
560,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-10-17,1.0
561,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-17,3.0
562,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-10-15,1472.0
563,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-10-15,4249.0
564,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-10-15,3252.0
565,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-10-15,20.0
566,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-10-15,1.0
567,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-10-15,1.0
568,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-15,2.0
569,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-10-10,1350.0
570,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-10-10,4076.0
571,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-10-10,2950.0
572,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-10-10,20.0
573,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-10-10,1.0
574,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-10-10,1.0
575,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-10,1.0
576,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-10-08,1298.0
577,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-10-08,3924.0
578,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-10-08,2789.0
579,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-10-08,20.0
580,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-10-08,1.0
581,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-08,1.0
582,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-10-03,1199.0
583,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-10-03,3834.0
584,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-10-03,2437.0
585,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-10-03,20.0
586,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-10-03,1.0
587,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-10-03,1.0
588,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-10-01,1157.0
589,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-10-01,3696.0
590,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-10-01,2304.0
591,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-10-01,20.0
592,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-10-01,1.0
593,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-09-26,1074.0
594,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-09-26,3458.0
595,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-09-26,2021.0
596,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-09-26,20.0
597,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-09-26,1.0
598,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-09-24,1022.0
599,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-09-24,3280.0
600,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-09-24,1940.0
601,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-09-24,20.0
602,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-09-24,1.0
603,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-09-22,1008.0
604,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-09-22,3022.0
605,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-09-22,1813.0
606,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-09-22,20.0
607,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-09-22,1.0
608,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-09-18,942.0
609,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-09-18,2710.0
610,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-09-18,1673.0
611,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-09-18,21.0
612,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-09-18,1.0
613,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-09-16,936.0
614,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-09-16,2407.0
615,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-09-16,1620.0
616,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-09-16,21.0
617,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-09-16,1.0
618,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-09-12,861.0
619,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-09-12,2081.0
620,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-09-12,1424.0
621,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-09-12,21.0
622,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-09-12,3.0
623,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-09-08,862.0
624,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-09-08,2046.0
625,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-09-08,1361.0
626,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-09-08,21.0
627,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-09-08,3.0
628,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-09-05,812.0
629,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-09-05,1871.0
630,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-09-05,1261.0
631,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-09-05,22.0
632,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-09-05,1.0
633,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-08-29,648.0
634,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-08-29,1378.0
635,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-08-29,1026.0
636,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-08-29,19.0
637,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-03-11,11619.0
638,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-03-11,9343.0
639,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-03-11,3285.0
640,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-03-11,1.0
641,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-11,8.0
642,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-03-11,20.0
643,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-03-11,1.0
644,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-03-11,1.0
645,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-03-11,4.0
646,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-03-12,3330.0
647,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-03-12,9343.0
648,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-03-12,11677.0
649,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-03-12,1.0
650,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-12,8.0
651,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-03-12,20.0
652,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-03-12,1.0
653,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-03-12,1.0
654,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-03-12,4.0
655,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-03-13,3331.0
656,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-03-13,9482.0
657,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-03-13,11696.0
658,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-03-13,1.0
659,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-13,8.0
660,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-03-13,20.0
661,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-03-13,1.0
662,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-03-13,1.0
663,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-03-13,4.0
664,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-03-16,3373.0
665,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-03-16,9482.0
666,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-03-16,11742.0
667,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-03-16,1.0
668,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-16,8.0
669,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-03-16,20.0
670,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-03-16,1.0
671,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-03-16,1.0
672,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-03-16,4.0
673,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-03-17,3389.0
674,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-03-17,9526.0
675,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-03-17,11751.0
676,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-03-17,1.0
677,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-17,8.0
678,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-03-17,20.0
679,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-03-17,1.0
680,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-03-17,1.0
681,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-03-17,4.0
682,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-03-18,3389.0
683,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-03-18,9526.0
684,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-03-18,11751.0
685,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-03-18,1.0
686,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-18,8.0
687,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-03-18,20.0
688,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-03-18,1.0
689,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-03-18,1.0
690,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-03-18,4.0
691,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-03-20,3404.0
692,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-03-20,9555.0
693,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-03-20,11794.0
694,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-03-20,1.0
695,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-20,8.0
696,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-03-20,20.0
697,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-03-20,1.0
698,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-03-20,1.0
699,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-03-20,4.0
700,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-03-23,3420.0
701,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-03-23,9593.0
702,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-03-23,11829.0
703,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-03-23,1.0
704,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-23,8.0
705,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-03-23,20.0
706,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-03-23,1.0
707,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-03-23,1.0
708,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-03-23,4.0
709,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-03-24,3429.0
710,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-03-24,9602.0
711,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-03-24,11841.0
712,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-03-24,1.0
713,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-24,8.0
714,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-03-24,20.0
715,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-03-24,1.0
716,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-03-24,1.0
717,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-03-24,4.0
718,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-03-25,9602.0
719,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-03-25,11841.0
720,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-03-25,3429.0
721,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-03-25,1.0
722,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-25,8.0
723,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-03-25,20.0
724,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-03-25,1.0
725,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-03-25,1.0
726,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-03-25,4.0
727,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-03-26,9602.0
728,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-03-26,3459.0
729,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-03-26,11866.0
730,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-03-26,1.0
731,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-26,8.0
732,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-03-26,20.0
733,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-03-26,1.0
734,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-03-26,1.0
735,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-03-26,4.0
736,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-03-27,3466.0
737,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-03-27,11889.0
738,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-03-27,9602.0
739,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-03-27,1.0
740,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-03-27,8.0
741,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-03-27,20.0
742,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-03-27,1.0
743,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-03-27,1.0
744,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-03-27,4.0
745,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-04-07,3515.0
746,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-04-07,9862.0
747,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-04-07,12139.0
748,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-04-07,1.0
749,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-07,8.0
750,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-04-07,20.0
751,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-04-07,1.0
752,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-04-07,1.0
753,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-04-07,4.0
754,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-04-09,3515.0
755,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-04-09,9862.0
756,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-04-09,12155.0
757,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-04-09,1.0
758,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-09,8.0
759,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-04-09,20.0
760,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-04-09,1.0
761,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-04-09,1.0
762,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-04-09,4.0
763,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-04-13,3541.0
764,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-04-13,9862.0
765,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-04-13,12188.0
766,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-04-13,1.0
767,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-13,8.0
768,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-04-13,20.0
769,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-04-13,1.0
770,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-04-13,1.0
771,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-04-13,4.0
772,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-04-14,3548.0
773,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-04-14,9862.0
774,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-04-14,12201.0
775,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-04-14,1.0
776,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-14,8.0
777,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-04-14,20.0
778,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-04-14,1.0
779,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-04-14,1.0
780,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-04-14,4.0
781,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-04-15,3548.0
782,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-04-15,10042.0
783,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-04-15,12201.0
784,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-04-15,1.0
785,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-15,8.0
786,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-04-15,20.0
787,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-04-15,1.0
788,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-04-15,1.0
789,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-04-15,4.0
790,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-04-16,3566.0
791,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-04-16,10042.0
792,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-04-16,12223.0
793,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-04-16,1.0
794,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-16,8.0
795,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-04-16,20.0
796,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-04-16,1.0
797,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-04-16,1.0
798,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-04-16,4.0
799,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-04-17,3569.0
800,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-04-17,10042.0
801,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-04-17,12244.0
802,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-04-17,1.0
803,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-17,8.0
804,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-04-17,20.0
805,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-04-17,1.0
806,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-04-17,1.0
807,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-04-17,4.0
808,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-04-20,3565.0
809,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-04-20,10042.0
810,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-04-20,12256.0
811,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-04-20,1.0
812,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-20,8.0
813,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-04-20,20.0
814,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-04-20,1.0
815,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-04-20,1.0
816,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-04-20,4.0
817,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-04-21,3565.0
818,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-04-21,10042.0
819,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-04-21,12265.0
820,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-04-21,1.0
821,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-21,8.0
822,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-04-21,20.0
823,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-04-21,1.0
824,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-04-21,1.0
825,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-04-21,4.0
826,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-04-22,10212.0
827,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-04-22,12267.0
828,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-04-22,3565.0
829,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-04-22,1.0
830,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-04-22,8.0
831,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-04-22,20.0
832,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-04-22,1.0
833,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-04-22,1.0
834,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-04-22,4.0
835,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-04-23,3568.0
836,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-04-23,10212.0
837,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-04-23,12294.0
