,Indicator,Country,Date,value
3075,Cumulative number of probable Ebola cases,Sierra Leone,2014-12-17,79.0
3076,Cumulative number of suspected Ebola cases,Sierra Leone,2014-12-17,1575.0
3077,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-12-17,8356.0
3078,Cumulative number of confirmed Ebola cases,Mali,2014-12-17,7.0
3079,Cumulative number of probable Ebola cases,Mali,2014-12-17,1.0
3080,Cumulative number of suspected Ebola cases,Mali,2014-12-17,0.0
3081,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-12-17,8.0
3082,Cumulative number of confirmed Ebola cases,United States of America,2014-12-17,4.0
3083,Cumulative number of probable Ebola cases,United States of America,2014-12-17,0.0
3084,Cumulative number of suspected Ebola cases,United States of America,2014-12-17,0.0
3085,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-12-17,4.0
3086,Cumulative number of confirmed Ebola cases,Nigeria,2014-12-17,19.0
3087,Cumulative number of probable Ebola cases,Nigeria,2014-12-17,1.0
3088,Cumulative number of suspected Ebola cases,Nigeria,2014-12-17,0.0
3089,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-12-17,20.0
3090,Cumulative number of confirmed Ebola cases,Senegal,2014-12-17,1.0
3091,Cumulative number of probable Ebola cases,Senegal,2014-12-17,0.0
3092,Cumulative number of suspected Ebola cases,Senegal,2014-12-17,0.0
3093,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-12-17,1.0
3094,Cumulative number of confirmed Ebola cases,Spain,2014-12-17,1.0
3095,Cumulative number of probable Ebola cases,Spain,2014-12-17,0.0
3096,Cumulative number of suspected Ebola cases,Spain,2014-12-17,0.0
3097,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-12-17,1.0
3098,Number of confirmed Ebola cases in the last 21 days,Guinea,2014-12-17,249.0
3099,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2014-12-17,249.0
3100,Number of confirmed Ebola cases in the last 21 days,Liberia,2014-12-17,185.0
3101,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,2014-12-17,185.0
3102,Number of confirmed Ebola cases in the last 21 days,Sierra Leone,2014-12-17,1261.0
3103,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Sierra Leone,2014-12-17,1261.0
3104,Cumulative number of confirmed Ebola deaths,Guinea,2014-12-17,1262.0
3105,Cumulative number of probable Ebola deaths,Guinea,2014-12-17,263.0
3106,Cumulative number of suspected Ebola deaths,Guinea,2014-12-17,0.0
3107,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-12-17,1525.0
3108,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-12-17,3290.0
3109,Cumulative number of confirmed Ebola deaths,Sierra Leone,2014-12-17,1876.0
3110,Cumulative number of probable Ebola deaths,Sierra Leone,2014-12-17,174.0
3111,Cumulative number of suspected Ebola deaths,Sierra Leone,2014-12-17,35.0
3112,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-12-17,2085.0
3113,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2014-12-17,6.0
3114,Cumulative number of confirmed Ebola deaths,United States of America,2014-12-17,1.0
3115,Cumulative number of probable Ebola deaths,United States of America,2014-12-17,0.0
3116,Cumulative number of suspected Ebola deaths,United States of America,2014-12-17,0.0
3117,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-12-17,1.0
3118,Cumulative number of confirmed Ebola deaths,Nigeria,2014-12-17,7.0
3119,Cumulative number of probable Ebola deaths,Nigeria,2014-12-17,1.0
3120,Cumulative number of suspected Ebola deaths,Nigeria,2014-12-17,0.0
3121,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-12-17,8.0
3122,Cumulative number of confirmed Ebola deaths,Senegal,2014-12-17,0.0
3123,Cumulative number of probable Ebola deaths,Senegal,2014-12-17,0.0
3124,Cumulative number of suspected Ebola deaths,Senegal,2014-12-17,0.0
3125,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-12-17,0.0
3126,Cumulative number of confirmed Ebola deaths,Spain,2014-12-17,0.0
3127,Cumulative number of probable Ebola deaths,Spain,2014-12-17,0.0
3128,Cumulative number of suspected Ebola deaths,Spain,2014-12-17,0.0
3129,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-12-17,0.0
3130,Cumulative number of confirmed Ebola cases,Guinea,2014-12-15,2115.0
3131,Cumulative number of probable Ebola cases,Guinea,2014-12-15,263.0
3132,Cumulative number of suspected Ebola cases,Guinea,2014-12-15,16.0
3133,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-12-15,2394.0
3134,Cumulative number of confirmed Ebola cases,Liberia,2014-12-15,2946.0
3135,Cumulative number of probable Ebola cases,Liberia,2014-12-15,1801.0
3136,Cumulative number of suspected Ebola cases,Liberia,2014-12-15,3050.0
3137,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-12-15,7797.0
3138,Cumulative number of confirmed Ebola cases,Sierra Leone,2014-12-15,6638.0
3139,Cumulative number of probable Ebola cases,Sierra Leone,2014-12-15,79.0
3140,Cumulative number of suspected Ebola cases,Sierra Leone,2014-12-15,1556.0
3141,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-12-15,8273.0
3142,Cumulative number of confirmed Ebola cases,Mali,2014-12-15,7.0
3143,Cumulative number of probable Ebola cases,Mali,2014-12-15,1.0
3144,Cumulative number of suspected Ebola cases,Mali,2014-12-15,0.0
3145,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-12-15,8.0
3146,Cumulative number of confirmed Ebola cases,Spain,2014-12-15,1.0
3147,Cumulative number of probable Ebola cases,Spain,2014-12-15,0.0
3148,Cumulative number of suspected Ebola cases,Spain,2014-12-15,0.0
3149,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-12-15,1.0
3150,Cumulative number of confirmed Ebola cases,United States of America,2014-12-15,4.0
3151,Cumulative number of probable Ebola cases,United States of America,2014-12-15,0.0
3152,Cumulative number of suspected Ebola cases,United States of America,2014-12-15,0.0
3153,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-12-15,4.0
3154,Cumulative number of confirmed Ebola cases,Nigeria,2014-12-15,19.0
3155,Cumulative number of probable Ebola cases,Nigeria,2014-12-15,1.0
3156,Cumulative number of suspected Ebola cases,Nigeria,2014-12-15,0.0
3157,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-12-15,20.0
3158,Cumulative number of confirmed Ebola cases,Senegal,2014-12-15,1.0
3159,Cumulative number of probable Ebola cases,Senegal,2014-12-15,0.0
3160,Cumulative number of suspected Ebola cases,Senegal,2014-12-15,0.0
3161,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-12-15,1.0
3162,Cumulative number of confirmed Ebola deaths,Guinea,2014-12-15,1255.0
3163,Cumulative number of probable Ebola deaths,Guinea,2014-12-15,263.0
3164,Cumulative number of suspected Ebola deaths,Guinea,2014-12-15,0.0
3165,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-12-15,1518.0
3166,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-12-15,3290.0
3167,Cumulative number of confirmed Ebola deaths,Sierra Leone,2014-12-15,1824.0
3168,Cumulative number of probable Ebola deaths,Sierra Leone,2014-12-15,174.0
3169,Cumulative number of suspected Ebola deaths,Sierra Leone,2014-12-15,35.0
3170,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-12-15,2033.0
3171,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2014-12-15,6.0
3172,Cumulative number of confirmed Ebola deaths,Spain,2014-12-15,0.0
3173,Cumulative number of probable Ebola deaths,Spain,2014-12-15,0.0
3174,Cumulative number of suspected Ebola deaths,Spain,2014-12-15,0.0
3175,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-12-15,0.0
3176,Cumulative number of confirmed Ebola deaths,United States of America,2014-12-15,1.0
3177,Cumulative number of probable Ebola deaths,United States of America,2014-12-15,0.0
3178,Cumulative number of suspected Ebola deaths,United States of America,2014-12-15,0.0
3179,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-12-15,1.0
3180,Cumulative number of confirmed Ebola deaths,Nigeria,2014-12-15,7.0
3181,Cumulative number of probable Ebola deaths,Nigeria,2014-12-15,1.0
3182,Cumulative number of suspected Ebola deaths,Nigeria,2014-12-15,0.0
3183,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-12-15,8.0
3184,Cumulative number of confirmed Ebola deaths,Senegal,2014-12-15,0.0
3185,Cumulative number of probable Ebola deaths,Senegal,2014-12-15,0.0
3186,Cumulative number of suspected Ebola deaths,Senegal,2014-12-15,0.0
3187,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-12-15,0.0
3188,Cumulative number of confirmed Ebola cases,Guinea,2014-12-10,2051.0
3189,Cumulative number of probable Ebola cases,Guinea,2014-12-10,221.0
3190,Cumulative number of suspected Ebola cases,Guinea,2014-12-10,20.0
3191,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-12-10,2292.0
3192,Cumulative number of confirmed Ebola cases,Liberia,2014-12-10,2830.0
3193,Cumulative number of probable Ebola cases,Liberia,2014-12-10,1814.0
3194,Cumulative number of suspected Ebola cases,Liberia,2014-12-10,3075.0
3195,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-12-10,7719.0
3196,Cumulative number of confirmed Ebola cases,Sierra Leone,2014-12-10,6375.0
3197,Cumulative number of probable Ebola cases,Sierra Leone,2014-12-10,79.0
3198,Cumulative number of suspected Ebola cases,Sierra Leone,2014-12-10,1443.0
3199,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-12-10,7897.0
3200,Cumulative number of confirmed Ebola cases,Mali,2014-12-10,7.0
3201,Cumulative number of probable Ebola cases,Mali,2014-12-10,1.0
3202,Cumulative number of suspected Ebola cases,Mali,2014-12-10,0.0
3203,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-12-10,8.0
3204,Cumulative number of confirmed Ebola cases,United States of America,2014-12-10,4.0
3205,Cumulative number of probable Ebola cases,United States of America,2014-12-10,0.0
3206,Cumulative number of suspected Ebola cases,United States of America,2014-12-10,0.0
3207,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-12-10,4.0
3208,Cumulative number of confirmed Ebola cases,Nigeria,2014-12-10,19.0
3209,Cumulative number of probable Ebola cases,Nigeria,2014-12-10,1.0
3210,Cumulative number of suspected Ebola cases,Nigeria,2014-12-10,0.0
3211,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-12-10,20.0
3212,Cumulative number of confirmed Ebola cases,Senegal,2014-12-10,1.0
3213,Cumulative number of probable Ebola cases,Senegal,2014-12-10,0.0
3214,Cumulative number of suspected Ebola cases,Senegal,2014-12-10,0.0
3215,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-12-10,1.0
3216,Cumulative number of confirmed Ebola cases,Spain,2014-12-10,1.0
3217,Cumulative number of probable Ebola cases,Spain,2014-12-10,0.0
3218,Cumulative number of suspected Ebola cases,Spain,2014-12-10,0.0
3219,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-12-10,1.0
3220,Number of confirmed Ebola cases in the last 21 days,Guinea,2014-12-10,321.0
3221,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2014-12-10,321.0
3222,Number of confirmed Ebola cases in the last 21 days,Liberia,2014-12-10,225.0
3223,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,2014-12-10,225.0
3224,Number of confirmed Ebola cases in the last 21 days,Sierra Leone,2014-12-10,1319.0
3225,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Sierra Leone,2014-12-10,1319.0
3226,Cumulative number of confirmed Ebola deaths,Guinea,2014-12-10,1207.0
3227,Cumulative number of probable Ebola deaths,Guinea,2014-12-10,221.0
3228,Cumulative number of suspected Ebola deaths,Guinea,2014-12-10,0.0
3229,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-12-10,1428.0
3230,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-12-10,3177.0
3231,Cumulative number of confirmed Ebola deaths,Sierra Leone,2014-12-10,1559.0
3232,Cumulative number of probable Ebola deaths,Sierra Leone,2014-12-10,174.0
3233,Cumulative number of suspected Ebola deaths,Sierra Leone,2014-12-10,35.0
3234,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-12-10,1768.0
3235,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2014-12-10,6.0
3236,Cumulative number of confirmed Ebola deaths,United States of America,2014-12-10,1.0
3237,Cumulative number of probable Ebola deaths,United States of America,2014-12-10,0.0
3238,Cumulative number of suspected Ebola deaths,United States of America,2014-12-10,0.0
3239,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-12-10,1.0
3240,Cumulative number of confirmed Ebola deaths,Nigeria,2014-12-10,7.0
3241,Cumulative number of probable Ebola deaths,Nigeria,2014-12-10,1.0
3242,Cumulative number of suspected Ebola deaths,Nigeria,2014-12-10,0.0
3243,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-12-10,8.0
3244,Cumulative number of confirmed Ebola deaths,Senegal,2014-12-10,0.0
3245,Cumulative number of probable Ebola deaths,Senegal,2014-12-10,0.0
3246,Cumulative number of suspected Ebola deaths,Senegal,2014-12-10,0.0
3247,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-12-10,0.0
3248,Cumulative number of confirmed Ebola deaths,Spain,2014-12-10,0.0
3249,Cumulative number of probable Ebola deaths,Spain,2014-12-10,0.0
3250,Cumulative number of suspected Ebola deaths,Spain,2014-12-10,0.0
3251,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-12-10,0.0
3252,Cumulative number of confirmed Ebola cases,Guinea,2014-12-03,1929.0
3253,Cumulative number of probable Ebola cases,Guinea,2014-12-03,210.0
3254,Cumulative number of suspected Ebola cases,Guinea,2014-12-03,25.0
3255,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-12-03,2164.0
3256,Cumulative number of confirmed Ebola cases,Liberia,2014-12-03,2801.0
3257,Cumulative number of probable Ebola cases,Liberia,2014-12-03,1792.0
3258,Cumulative number of suspected Ebola cases,Liberia,2014-12-03,3042.0
3259,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-12-03,7635.0
3260,Cumulative number of confirmed Ebola cases,Sierra Leone,2014-12-03,5978.0
3261,Cumulative number of probable Ebola cases,Sierra Leone,2014-12-03,79.0
3262,Cumulative number of suspected Ebola cases,Sierra Leone,2014-12-03,1255.0
3263,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-12-03,7312.0
3264,Cumulative number of confirmed Ebola cases,Mali,2014-12-03,7.0
3265,Cumulative number of probable Ebola cases,Mali,2014-12-03,1.0
3266,Cumulative number of suspected Ebola cases,Mali,2014-12-03,0.0
3267,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-12-03,8.0
3268,Cumulative number of confirmed Ebola cases,United States of America,2014-12-03,4.0
3269,Cumulative number of probable Ebola cases,United States of America,2014-12-03,0.0
3270,Cumulative number of suspected Ebola cases,United States of America,2014-12-03,0.0
3271,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-12-03,4.0
3272,Cumulative number of confirmed Ebola cases,Nigeria,2014-12-03,19.0
3273,Cumulative number of probable Ebola cases,Nigeria,2014-12-03,1.0
3274,Cumulative number of suspected Ebola cases,Nigeria,2014-12-03,0.0
3275,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-12-03,20.0
3276,Cumulative number of confirmed Ebola cases,Senegal,2014-12-03,1.0
3277,Cumulative number of probable Ebola cases,Senegal,2014-12-03,0.0
3278,Cumulative number of suspected Ebola cases,Senegal,2014-12-03,0.0
3279,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-12-03,1.0
3280,Cumulative number of confirmed Ebola cases,Spain,2014-12-03,1.0
3281,Cumulative number of probable Ebola cases,Spain,2014-12-03,0.0
3282,Cumulative number of suspected Ebola cases,Spain,2014-12-03,0.0
3283,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-12-03,1.0
3284,Number of confirmed Ebola cases in the last 21 days,Guinea,2014-12-03,306.0
3285,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2014-12-03,306.0
3286,Number of confirmed Ebola cases in the last 21 days,Liberia,2014-12-03,278.0
3287,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,2014-12-03,278.0
3288,Number of confirmed Ebola cases in the last 21 days,Sierra Leone,2014-12-03,1455.0
3289,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Sierra Leone,2014-12-03,1455.0
3290,Cumulative number of confirmed Ebola deaths,Guinea,2014-12-03,1117.0
3291,Cumulative number of probable Ebola deaths,Guinea,2014-12-03,210.0
3292,Cumulative number of suspected Ebola deaths,Guinea,2014-12-03,0.0
3293,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-12-03,1327.0
3294,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-12-03,3145.0
3295,Cumulative number of confirmed Ebola deaths,Sierra Leone,2014-12-03,1374.0
3296,Cumulative number of probable Ebola deaths,Sierra Leone,2014-12-03,174.0
3297,Cumulative number of suspected Ebola deaths,Sierra Leone,2014-12-03,35.0
3298,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-12-03,1583.0
3299,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2014-12-03,6.0
3300,Cumulative number of confirmed Ebola deaths,United States of America,2014-12-03,1.0
3301,Cumulative number of probable Ebola deaths,United States of America,2014-12-03,0.0
3302,Cumulative number of suspected Ebola deaths,United States of America,2014-12-03,0.0
3303,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-12-03,1.0
3304,Cumulative number of confirmed Ebola deaths,Nigeria,2014-12-03,7.0
3305,Cumulative number of probable Ebola deaths,Nigeria,2014-12-03,1.0
3306,Cumulative number of suspected Ebola deaths,Nigeria,2014-12-03,0.0
3307,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-12-03,8.0
3308,Cumulative number of confirmed Ebola deaths,Senegal,2014-12-03,0.0
3309,Cumulative number of probable Ebola deaths,Senegal,2014-12-03,0.0
3310,Cumulative number of suspected Ebola deaths,Senegal,2014-12-03,0.0
3311,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-12-03,0.0
3312,Cumulative number of confirmed Ebola deaths,Spain,2014-12-03,0.0
3313,Cumulative number of probable Ebola deaths,Spain,2014-12-03,0.0
3314,Cumulative number of suspected Ebola deaths,Spain,2014-12-03,0.0
3315,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-12-03,0.0
3316,Cumulative number of confirmed Ebola cases,Guinea,2014-12-01,1921.0
3317,Cumulative number of probable Ebola cases,Guinea,2014-12-01,210.0
3318,Cumulative number of suspected Ebola cases,Guinea,2014-12-01,24.0
3319,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-12-01,2155.0
3320,Cumulative number of confirmed Ebola cases,Liberia,2014-12-01,2801.0
3321,Cumulative number of probable Ebola cases,Liberia,2014-12-01,1792.0
3322,Cumulative number of suspected Ebola cases,Liberia,2014-12-01,3042.0
3323,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-12-01,7635.0
3324,Cumulative number of confirmed Ebola cases,Sierra Leone,2014-12-01,5831.0
3325,Cumulative number of probable Ebola cases,Sierra Leone,2014-12-01,79.0
3326,Cumulative number of suspected Ebola cases,Sierra Leone,2014-12-01,1199.0
3327,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-12-01,7109.0
3328,Cumulative number of confirmed Ebola cases,Mali,2014-12-01,7.0
3329,Cumulative number of probable Ebola cases,Mali,2014-12-01,1.0
3330,Cumulative number of suspected Ebola cases,Mali,2014-12-01,0.0
3331,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-12-01,8.0
3332,Cumulative number of confirmed Ebola cases,Spain,2014-12-01,1.0
3333,Cumulative number of probable Ebola cases,Spain,2014-12-01,0.0
3334,Cumulative number of suspected Ebola cases,Spain,2014-12-01,0.0
3335,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-12-01,1.0
3336,Cumulative number of confirmed Ebola cases,United States of America,2014-12-01,4.0
3337,Cumulative number of probable Ebola cases,United States of America,2014-12-01,0.0
3338,Cumulative number of suspected Ebola cases,United States of America,2014-12-01,0.0
3339,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-12-01,4.0
3340,Cumulative number of confirmed Ebola cases,Nigeria,2014-12-01,19.0
3341,Cumulative number of probable Ebola cases,Nigeria,2014-12-01,1.0
3342,Cumulative number of suspected Ebola cases,Nigeria,2014-12-01,0.0
3343,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-12-01,20.0
3344,Cumulative number of confirmed Ebola cases,Senegal,2014-12-01,1.0
3345,Cumulative number of probable Ebola cases,Senegal,2014-12-01,0.0
3346,Cumulative number of suspected Ebola cases,Senegal,2014-12-01,0.0
3347,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-12-01,1.0
3348,Cumulative number of confirmed Ebola deaths,Guinea,2014-12-01,1102.0
3349,Cumulative number of probable Ebola deaths,Guinea,2014-12-01,210.0
3350,Cumulative number of suspected Ebola deaths,Guinea,2014-12-01,0.0
3351,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-12-01,1312.0
3352,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-12-01,3145.0
3353,Cumulative number of confirmed Ebola deaths,Sierra Leone,2014-12-01,1321.0
3354,Cumulative number of probable Ebola deaths,Sierra Leone,2014-12-01,174.0
3355,Cumulative number of suspected Ebola deaths,Sierra Leone,2014-12-01,35.0
3356,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-12-01,1530.0
3357,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2014-12-01,6.0
3358,Cumulative number of confirmed Ebola deaths,Spain,2014-12-01,0.0
3359,Cumulative number of probable Ebola deaths,Spain,2014-12-01,0.0
3360,Cumulative number of suspected Ebola deaths,Spain,2014-12-01,0.0
3361,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-12-01,0.0
3362,Cumulative number of confirmed Ebola deaths,United States of America,2014-12-01,1.0
3363,Cumulative number of probable Ebola deaths,United States of America,2014-12-01,0.0
3364,Cumulative number of suspected Ebola deaths,United States of America,2014-12-01,0.0
3365,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-12-01,1.0
3366,Cumulative number of confirmed Ebola deaths,Nigeria,2014-12-01,7.0
3367,Cumulative number of probable Ebola deaths,Nigeria,2014-12-01,1.0
3368,Cumulative number of suspected Ebola deaths,Nigeria,2014-12-01,0.0
3369,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-12-01,8.0
3370,Cumulative number of confirmed Ebola deaths,Senegal,2014-12-01,0.0
3371,Cumulative number of probable Ebola deaths,Senegal,2014-12-01,0.0
3372,Cumulative number of suspected Ebola deaths,Senegal,2014-12-01,0.0
3373,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-12-01,0.0
3374,Cumulative number of confirmed Ebola cases,Guinea,2014-11-26,1850.0
3375,Cumulative number of probable Ebola cases,Guinea,2014-11-26,210.0
3376,Cumulative number of suspected Ebola cases,Guinea,2014-11-26,74.0
3377,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-11-26,2134.0
3378,Cumulative number of confirmed Ebola cases,Liberia,2014-11-26,2727.0
3379,Cumulative number of probable Ebola cases,Liberia,2014-11-26,1754.0
3380,Cumulative number of suspected Ebola cases,Liberia,2014-11-26,2687.0
3381,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-11-26,7168.0
3382,Cumulative number of confirmed Ebola cases,Sierra Leone,2014-11-26,5441.0
3383,Cumulative number of probable Ebola cases,Sierra Leone,2014-11-26,79.0
3384,Cumulative number of suspected Ebola cases,Sierra Leone,2014-11-26,1079.0
3385,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-11-26,6599.0
3386,Cumulative number of confirmed Ebola cases,Mali,2014-11-26,7.0
3387,Cumulative number of probable Ebola cases,Mali,2014-11-26,1.0
3388,Cumulative number of suspected Ebola cases,Mali,2014-11-26,0.0
3389,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-11-26,8.0
3390,Cumulative number of confirmed Ebola cases,Spain,2014-11-26,1.0
3391,Cumulative number of probable Ebola cases,Spain,2014-11-26,0.0
3392,Cumulative number of suspected Ebola cases,Spain,2014-11-26,0.0
3393,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-11-26,1.0
3394,Cumulative number of confirmed Ebola cases,United States of America,2014-11-26,4.0
3395,Cumulative number of probable Ebola cases,United States of America,2014-11-26,0.0
3396,Cumulative number of suspected Ebola cases,United States of America,2014-11-26,0.0
3397,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-11-26,4.0
3398,Cumulative number of confirmed Ebola cases,Nigeria,2014-11-26,19.0
3399,Cumulative number of probable Ebola cases,Nigeria,2014-11-26,1.0
3400,Cumulative number of suspected Ebola cases,Nigeria,2014-11-26,0.0
3401,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-11-26,20.0
3402,Cumulative number of confirmed Ebola cases,Senegal,2014-11-26,1.0
3403,Cumulative number of probable Ebola cases,Senegal,2014-11-26,0.0
3404,Cumulative number of suspected Ebola cases,Senegal,2014-11-26,0.0
3405,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-11-26,1.0
3406,Number of confirmed Ebola cases in the last 21 days,Guinea,2014-11-26,374.0
3407,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2014-11-26,374.0
3408,Number of confirmed Ebola cases in the last 21 days,Liberia,2014-11-26,319.0
3409,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,2014-11-26,319.0
3410,Number of confirmed Ebola cases in the last 21 days,Sierra Leone,2014-11-26,1339.0
3411,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Sierra Leone,2014-11-26,1339.0
3412,Cumulative number of confirmed Ebola deaths,Guinea,2014-11-26,1050.0
3413,Cumulative number of probable Ebola deaths,Guinea,2014-11-26,210.0
3414,Cumulative number of suspected Ebola deaths,Guinea,2014-11-26,0.0
3415,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-11-26,1260.0
3416,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-11-26,3016.0
3417,Cumulative number of confirmed Ebola deaths,Sierra Leone,2014-11-26,1189.0
3418,Cumulative number of probable Ebola deaths,Sierra Leone,2014-11-26,174.0
3419,Cumulative number of suspected Ebola deaths,Sierra Leone,2014-11-26,35.0
3420,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-11-26,1398.0
3421,Cumulative number of confirmed Ebola deaths,Mali,2014-11-26,5.0
3422,Cumulative number of probable Ebola deaths,Mali,2014-11-26,1.0
3423,Cumulative number of suspected Ebola deaths,Mali,2014-11-26,0.0
3424,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2014-11-26,6.0
