,Indicator,Country,Date,value
9752,Cumulative number of probable Ebola cases,Mali,2015-06-30,1.0
9753,Cumulative number of suspected Ebola cases,Mali,2015-06-30,0.0
9754,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-06-30,6.0
9755,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-06-30,8.0
9756,Cumulative number of confirmed Ebola cases,Nigeria,2015-06-30,19.0
9757,Cumulative number of probable Ebola cases,Nigeria,2015-06-30,1.0
9758,Cumulative number of suspected Ebola cases,Nigeria,2015-06-30,0.0
9759,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-06-30,20.0
9760,Cumulative number of confirmed Ebola cases,Senegal,2015-06-30,1.0
9761,Cumulative number of probable Ebola cases,Senegal,2015-06-30,0.0
9762,Cumulative number of suspected Ebola cases,Senegal,2015-06-30,0.0
9763,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-06-30,1.0
9764,Cumulative number of confirmed Ebola cases,Spain,2015-06-30,1.0
9765,Cumulative number of probable Ebola cases,Spain,2015-06-30,0.0
9766,Cumulative number of suspected Ebola cases,Spain,2015-06-30,0.0
9767,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-06-30,1.0
9768,Cumulative number of confirmed Ebola cases,United States of America,2015-06-30,4.0
9769,Cumulative number of probable Ebola cases,United States of America,2015-06-30,0.0
9770,Cumulative number of suspected Ebola cases,United States of America,2015-06-30,0.0
9771,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-06-30,4.0
9772,Cumulative number of confirmed Ebola deaths,Nigeria,2015-06-30,7.0
9773,Cumulative number of probable Ebola deaths,Nigeria,2015-06-30,1.0
9774,Cumulative number of suspected Ebola deaths,Nigeria,2015-06-30,0.0
9775,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-06-30,8.0
9776,Cumulative number of confirmed Ebola deaths,Senegal,2015-06-30,0.0
9777,Cumulative number of probable Ebola deaths,Senegal,2015-06-30,0.0
9778,Cumulative number of suspected Ebola deaths,Senegal,2015-06-30,0.0
9779,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-06-30,0.0
9780,Cumulative number of confirmed Ebola deaths,Spain,2015-06-30,0.0
9781,Cumulative number of probable Ebola deaths,Spain,2015-06-30,0.0
9782,Cumulative number of suspected Ebola deaths,Spain,2015-06-30,0.0
9783,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-06-30,0.0
9784,Cumulative number of confirmed Ebola deaths,United States of America,2015-06-30,1.0
9785,Cumulative number of probable Ebola deaths,United States of America,2015-06-30,0.0
9786,Cumulative number of suspected Ebola deaths,United States of America,2015-06-30,0.0
9787,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-06-30,1.0
9788,Cumulative number of confirmed Ebola cases,Guinea,2015-07-01,3269.0
9789,Cumulative number of probable Ebola cases,Guinea,2015-07-01,443.0
9790,Cumulative number of suspected Ebola cases,Guinea,2015-07-01,17.0
9791,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-07-01,3729.0
9792,Number of confirmed Ebola cases in the last 21 days,Guinea,2015-07-01,34.0
9793,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2015-07-01,34.0
9794,Cumulative number of confirmed Ebola deaths,Guinea,2015-07-01,2039.0
9795,Cumulative number of probable Ebola deaths,Guinea,2015-07-01,443.0
9796,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-01,2482.0
9797,Cumulative number of confirmed Ebola cases,Liberia,2015-07-01,3151.0
9798,Cumulative number of probable Ebola cases,Liberia,2015-07-01,1879.0
9799,Cumulative number of suspected Ebola cases,Liberia,2015-07-01,5636.0
9800,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-07-01,10666.0
9801,Number of confirmed Ebola cases in the last 21 days,Liberia,2015-07-01,0.0
9802,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,2015-07-01,0.0
9803,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-01,4806.0
9804,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-07-01,8665.0
9805,Cumulative number of probable Ebola cases,Sierra Leone,2015-07-01,287.0
9806,Cumulative number of suspected Ebola cases,Sierra Leone,2015-07-01,4167.0
9807,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-07-01,13119.0
9808,Number of confirmed Ebola cases in the last 21 days,Sierra Leone,2015-07-01,30.0
9809,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Sierra Leone,2015-07-01,30.0
9810,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-07-01,3566.0
9811,Cumulative number of probable Ebola deaths,Sierra Leone,2015-07-01,208.0
9812,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-07-01,158.0
9813,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-01,3932.0
9814,Cumulative number of confirmed Ebola cases,Italy,2015-07-01,1.0
9815,Cumulative number of probable Ebola cases,Italy,2015-07-01,0.0
9816,Cumulative number of suspected Ebola cases,Italy,2015-07-01,0.0
9817,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-01,0.0
9818,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-07-01,1.0
9819,Cumulative number of confirmed Ebola cases,United Kingdom,2015-07-01,1.0
9820,Cumulative number of probable Ebola cases,United Kingdom,2015-07-01,0.0
9821,Cumulative number of suspected Ebola cases,United Kingdom,2015-07-01,0.0
9822,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-01,0.0
9823,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-07-01,1.0
9824,Cumulative number of confirmed Ebola cases,Mali,2015-07-01,7.0
9825,Cumulative number of probable Ebola cases,Mali,2015-07-01,1.0
9826,Cumulative number of suspected Ebola cases,Mali,2015-07-01,0.0
9827,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-01,6.0
9828,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-07-01,8.0
9829,Cumulative number of confirmed Ebola cases,Nigeria,2015-07-01,19.0
9830,Cumulative number of probable Ebola cases,Nigeria,2015-07-01,1.0
9831,Cumulative number of suspected Ebola cases,Nigeria,2015-07-01,0.0
9832,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-07-01,20.0
9833,Cumulative number of confirmed Ebola cases,Senegal,2015-07-01,1.0
9834,Cumulative number of probable Ebola cases,Senegal,2015-07-01,0.0
9835,Cumulative number of suspected Ebola cases,Senegal,2015-07-01,0.0
9836,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-07-01,1.0
9837,Cumulative number of confirmed Ebola cases,Spain,2015-07-01,1.0
9838,Cumulative number of probable Ebola cases,Spain,2015-07-01,0.0
9839,Cumulative number of suspected Ebola cases,Spain,2015-07-01,0.0
9840,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-07-01,1.0
9841,Cumulative number of confirmed Ebola cases,United States of America,2015-07-01,4.0
9842,Cumulative number of probable Ebola cases,United States of America,2015-07-01,0.0
9843,Cumulative number of suspected Ebola cases,United States of America,2015-07-01,0.0
9844,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-07-01,4.0
9845,Cumulative number of confirmed Ebola deaths,Nigeria,2015-07-01,7.0
9846,Cumulative number of probable Ebola deaths,Nigeria,2015-07-01,1.0
9847,Cumulative number of suspected Ebola deaths,Nigeria,2015-07-01,0.0
9848,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-01,8.0
9849,Cumulative number of confirmed Ebola deaths,Senegal,2015-07-01,0.0
9850,Cumulative number of probable Ebola deaths,Senegal,2015-07-01,0.0
9851,Cumulative number of suspected Ebola deaths,Senegal,2015-07-01,0.0
9852,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-01,0.0
9853,Cumulative number of confirmed Ebola deaths,Spain,2015-07-01,0.0
9854,Cumulative number of probable Ebola deaths,Spain,2015-07-01,0.0
9855,Cumulative number of suspected Ebola deaths,Spain,2015-07-01,0.0
9856,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-01,0.0
9857,Cumulative number of confirmed Ebola deaths,United States of America,2015-07-01,1.0
9858,Cumulative number of probable Ebola deaths,United States of America,2015-07-01,0.0
9859,Cumulative number of suspected Ebola deaths,United States of America,2015-07-01,0.0
9860,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-01,1.0
9861,Cumulative number of confirmed Ebola cases,Italy,2015-07-02,1.0
9862,Cumulative number of probable Ebola cases,Italy,2015-07-02,0.0
9863,Cumulative number of suspected Ebola cases,Italy,2015-07-02,0.0
9864,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-02,0.0
9865,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-07-02,3745.0
9866,Cumulative number of confirmed Ebola cases,Guinea,2015-07-02,3277.0
9867,Cumulative number of probable Ebola cases,Guinea,2015-07-02,450.0
9868,Cumulative number of suspected Ebola cases,Guinea,2015-07-02,18.0
9869,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-02,2490.0
9870,Cumulative number of confirmed Ebola deaths,Guinea,2015-07-02,2040.0
9871,Cumulative number of probable Ebola deaths,Guinea,2015-07-02,450.0
9872,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-07-02,10666.0
9873,Cumulative number of confirmed Ebola cases,Liberia,2015-07-02,3151.0
9874,Cumulative number of probable Ebola cases,Liberia,2015-07-02,1879.0
9875,Cumulative number of suspected Ebola cases,Liberia,2015-07-02,5636.0
9876,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-02,4806.0
9877,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-07-02,13129.0
9878,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-07-02,8668.0
9879,Cumulative number of probable Ebola cases,Sierra Leone,2015-07-02,287.0
9880,Cumulative number of suspected Ebola cases,Sierra Leone,2015-07-02,4174.0
9881,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-02,3933.0
9882,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-07-02,3567.0
9883,Cumulative number of probable Ebola deaths,Sierra Leone,2015-07-02,208.0
9884,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-07-02,158.0
9885,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-07-02,1.0
9886,Cumulative number of confirmed Ebola cases,United Kingdom,2015-07-02,1.0
9887,Cumulative number of probable Ebola cases,United Kingdom,2015-07-02,0.0
9888,Cumulative number of suspected Ebola cases,United Kingdom,2015-07-02,0.0
9889,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-02,0.0
9890,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-07-02,1.0
9891,Cumulative number of confirmed Ebola cases,Mali,2015-07-02,7.0
9892,Cumulative number of probable Ebola cases,Mali,2015-07-02,1.0
9893,Cumulative number of suspected Ebola cases,Mali,2015-07-02,0.0
9894,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-02,6.0
9895,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-07-02,8.0
9896,Cumulative number of confirmed Ebola cases,Nigeria,2015-07-02,19.0
9897,Cumulative number of probable Ebola cases,Nigeria,2015-07-02,1.0
9898,Cumulative number of suspected Ebola cases,Nigeria,2015-07-02,0.0
9899,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-07-02,20.0
9900,Cumulative number of confirmed Ebola cases,Senegal,2015-07-02,1.0
9901,Cumulative number of probable Ebola cases,Senegal,2015-07-02,0.0
9902,Cumulative number of suspected Ebola cases,Senegal,2015-07-02,0.0
9903,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-07-02,1.0
9904,Cumulative number of confirmed Ebola cases,Spain,2015-07-02,1.0
9905,Cumulative number of probable Ebola cases,Spain,2015-07-02,0.0
9906,Cumulative number of suspected Ebola cases,Spain,2015-07-02,0.0
9907,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-07-02,1.0
9908,Cumulative number of confirmed Ebola cases,United States of America,2015-07-02,4.0
9909,Cumulative number of probable Ebola cases,United States of America,2015-07-02,0.0
9910,Cumulative number of suspected Ebola cases,United States of America,2015-07-02,0.0
9911,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-07-02,4.0
9912,Cumulative number of confirmed Ebola deaths,Nigeria,2015-07-02,7.0
9913,Cumulative number of probable Ebola deaths,Nigeria,2015-07-02,1.0
9914,Cumulative number of suspected Ebola deaths,Nigeria,2015-07-02,0.0
9915,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-02,8.0
9916,Cumulative number of confirmed Ebola deaths,Senegal,2015-07-02,0.0
9917,Cumulative number of probable Ebola deaths,Senegal,2015-07-02,0.0
9918,Cumulative number of suspected Ebola deaths,Senegal,2015-07-02,0.0
9919,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-02,0.0
9920,Cumulative number of confirmed Ebola deaths,Spain,2015-07-02,0.0
9921,Cumulative number of probable Ebola deaths,Spain,2015-07-02,0.0
9922,Cumulative number of suspected Ebola deaths,Spain,2015-07-02,0.0
9923,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-02,0.0
9924,Cumulative number of confirmed Ebola deaths,United States of America,2015-07-02,1.0
9925,Cumulative number of probable Ebola deaths,United States of America,2015-07-02,0.0
9926,Cumulative number of suspected Ebola deaths,United States of America,2015-07-02,0.0
9927,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-02,1.0
9928,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-07-03,3569.0
9929,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-03,4806.0
9930,Cumulative number of suspected Ebola cases,Sierra Leone,2015-07-03,4177.0
9931,Cumulative number of probable Ebola deaths,Sierra Leone,2015-07-03,208.0
9932,Cumulative number of suspected Ebola cases,Liberia,2015-07-03,5636.0
9933,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-07-03,158.0
9934,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-03,3935.0
9935,Cumulative number of probable Ebola deaths,Guinea,2015-07-03,450.0
9936,Cumulative number of probable Ebola cases,Sierra Leone,2015-07-03,287.0
9937,Cumulative number of confirmed Ebola cases,Guinea,2015-07-03,3279.0
9938,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-07-03,13135.0
9939,Cumulative number of probable Ebola cases,Liberia,2015-07-03,1879.0
9940,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-07-03,10666.0
9941,Cumulative number of suspected Ebola cases,Guinea,2015-07-03,21.0
9942,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-03,2492.0
9943,Cumulative number of probable Ebola cases,Guinea,2015-07-03,450.0
9944,Cumulative number of confirmed Ebola deaths,Guinea,2015-07-03,2042.0
9945,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-07-03,3750.0
9946,Cumulative number of confirmed Ebola cases,Liberia,2015-07-03,3151.0
9947,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-07-03,8671.0
9956,Cumulative number of confirmed Ebola cases,Italy,2015-07-03,1.0
9957,Cumulative number of probable Ebola cases,Italy,2015-07-03,0.0
9958,Cumulative number of suspected Ebola cases,Italy,2015-07-03,0.0
9959,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-03,0.0
9960,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-07-03,1.0
9961,Cumulative number of confirmed Ebola cases,United Kingdom,2015-07-03,1.0
9962,Cumulative number of probable Ebola cases,United Kingdom,2015-07-03,0.0
9963,Cumulative number of suspected Ebola cases,United Kingdom,2015-07-03,0.0
9964,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-03,0.0
9965,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-07-03,1.0
9966,Cumulative number of confirmed Ebola cases,Mali,2015-07-03,7.0
9967,Cumulative number of probable Ebola cases,Mali,2015-07-03,1.0
9968,Cumulative number of suspected Ebola cases,Mali,2015-07-03,0.0
9969,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-03,6.0
9970,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-07-03,8.0
9971,Cumulative number of confirmed Ebola cases,Nigeria,2015-07-03,19.0
9972,Cumulative number of probable Ebola cases,Nigeria,2015-07-03,1.0
9973,Cumulative number of suspected Ebola cases,Nigeria,2015-07-03,0.0
9974,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-07-03,20.0
9975,Cumulative number of confirmed Ebola cases,Senegal,2015-07-03,1.0
9976,Cumulative number of probable Ebola cases,Senegal,2015-07-03,0.0
9977,Cumulative number of suspected Ebola cases,Senegal,2015-07-03,0.0
9978,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-07-03,1.0
9979,Cumulative number of confirmed Ebola cases,Spain,2015-07-03,1.0
9980,Cumulative number of probable Ebola cases,Spain,2015-07-03,0.0
9981,Cumulative number of suspected Ebola cases,Spain,2015-07-03,0.0
9982,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-07-03,1.0
9983,Cumulative number of confirmed Ebola cases,United States of America,2015-07-03,4.0
9984,Cumulative number of probable Ebola cases,United States of America,2015-07-03,0.0
9985,Cumulative number of suspected Ebola cases,United States of America,2015-07-03,0.0
9986,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-07-03,4.0
9987,Cumulative number of confirmed Ebola deaths,Nigeria,2015-07-03,7.0
9988,Cumulative number of probable Ebola deaths,Nigeria,2015-07-03,1.0
9989,Cumulative number of suspected Ebola deaths,Nigeria,2015-07-03,0.0
9990,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-03,8.0
9991,Cumulative number of confirmed Ebola deaths,Senegal,2015-07-03,0.0
9992,Cumulative number of probable Ebola deaths,Senegal,2015-07-03,0.0
9993,Cumulative number of suspected Ebola deaths,Senegal,2015-07-03,0.0
9994,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-03,0.0
9995,Cumulative number of confirmed Ebola deaths,Spain,2015-07-03,0.0
9996,Cumulative number of probable Ebola deaths,Spain,2015-07-03,0.0
9997,Cumulative number of suspected Ebola deaths,Spain,2015-07-03,0.0
9998,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-03,0.0
9999,Cumulative number of confirmed Ebola deaths,United States of America,2015-07-03,1.0
10000,Cumulative number of probable Ebola deaths,United States of America,2015-07-03,0.0
10001,Cumulative number of suspected Ebola deaths,United States of America,2015-07-03,0.0
10002,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-03,1.0
10003,Cumulative number of probable Ebola cases,Sierra Leone,2015-07-06,287.0
10004,Cumulative number of confirmed Ebola cases,Guinea,2015-07-06,3287.0
10005,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-07-06,13150.0
10006,Cumulative number of probable Ebola cases,Liberia,2015-07-06,1879.0
10007,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-07-06,10666.0
10008,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-07-06,3744.0
10009,Cumulative number of confirmed Ebola cases,Liberia,2015-07-06,3151.0
10010,Cumulative number of suspected Ebola cases,Sierra Leone,2015-07-06,4190.0
10011,Cumulative number of probable Ebola cases,Guinea,2015-07-06,450.0
10012,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-07-06,8673.0
10013,Cumulative number of suspected Ebola cases,Guinea,2015-07-06,7.0
10014,Cumulative number of probable Ebola deaths,Guinea,2015-07-06,450.0
10015,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-06,2498.0
10016,Cumulative number of confirmed Ebola deaths,Guinea,2015-07-06,2048.0
10017,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-07-06,3574.0
10018,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-06,4806.0
10019,Cumulative number of probable Ebola deaths,Sierra Leone,2015-07-06,208.0
10020,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-06,3940.0
10021,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-07-06,158.0
10022,Cumulative number of suspected Ebola cases,Liberia,2015-07-06,5636.0
10028,Cumulative number of confirmed Ebola cases,Italy,2015-07-06,1.0
10029,Cumulative number of probable Ebola cases,Italy,2015-07-06,0.0
10030,Cumulative number of suspected Ebola cases,Italy,2015-07-06,0.0
10031,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-06,0.0
10032,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-07-06,1.0
10033,Cumulative number of confirmed Ebola cases,United Kingdom,2015-07-06,1.0
10034,Cumulative number of probable Ebola cases,United Kingdom,2015-07-06,0.0
10035,Cumulative number of suspected Ebola cases,United Kingdom,2015-07-06,0.0
10036,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-06,0.0
10037,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-07-06,1.0
10038,Cumulative number of confirmed Ebola cases,Mali,2015-07-06,7.0
10039,Cumulative number of probable Ebola cases,Mali,2015-07-06,1.0
10040,Cumulative number of suspected Ebola cases,Mali,2015-07-06,0.0
10041,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-06,6.0
10042,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-07-06,8.0
10043,Cumulative number of confirmed Ebola cases,Nigeria,2015-07-06,19.0
10044,Cumulative number of probable Ebola cases,Nigeria,2015-07-06,1.0
10045,Cumulative number of suspected Ebola cases,Nigeria,2015-07-06,0.0
10046,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-07-06,20.0
10047,Cumulative number of confirmed Ebola cases,Senegal,2015-07-06,1.0
10048,Cumulative number of probable Ebola cases,Senegal,2015-07-06,0.0
10049,Cumulative number of suspected Ebola cases,Senegal,2015-07-06,0.0
10050,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-07-06,1.0
10051,Cumulative number of confirmed Ebola cases,Spain,2015-07-06,1.0
10052,Cumulative number of probable Ebola cases,Spain,2015-07-06,0.0
10053,Cumulative number of suspected Ebola cases,Spain,2015-07-06,0.0
10054,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-07-06,1.0
10055,Cumulative number of confirmed Ebola cases,United States of America,2015-07-06,4.0
10056,Cumulative number of probable Ebola cases,United States of America,2015-07-06,0.0
10057,Cumulative number of suspected Ebola cases,United States of America,2015-07-06,0.0
10058,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-07-06,4.0
10059,Cumulative number of confirmed Ebola deaths,Nigeria,2015-07-06,7.0
10060,Cumulative number of probable Ebola deaths,Nigeria,2015-07-06,1.0
10061,Cumulative number of suspected Ebola deaths,Nigeria,2015-07-06,0.0
10062,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-06,8.0
10063,Cumulative number of confirmed Ebola deaths,Senegal,2015-07-06,0.0
10064,Cumulative number of probable Ebola deaths,Senegal,2015-07-06,0.0
10065,Cumulative number of suspected Ebola deaths,Senegal,2015-07-06,0.0
10066,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-06,0.0
10067,Cumulative number of confirmed Ebola deaths,Spain,2015-07-06,0.0
10068,Cumulative number of probable Ebola deaths,Spain,2015-07-06,0.0
10069,Cumulative number of suspected Ebola deaths,Spain,2015-07-06,0.0
10070,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-06,0.0
10071,Cumulative number of confirmed Ebola deaths,United States of America,2015-07-06,1.0
10072,Cumulative number of probable Ebola deaths,United States of America,2015-07-06,0.0
10073,Cumulative number of suspected Ebola deaths,United States of America,2015-07-06,0.0
10074,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-06,1.0
10075,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-07,4806.0
10076,Cumulative number of confirmed Ebola cases,Guinea,2015-07-07,3287.0
10077,Cumulative number of probable Ebola cases,Liberia,2015-07-07,1879.0
10078,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-07,3940.0
10079,Cumulative number of probable Ebola cases,Sierra Leone,2015-07-07,287.0
10080,Cumulative number of suspected Ebola cases,Guinea,2015-07-07,11.0
10081,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-07,2499.0
10082,Cumulative number of suspected Ebola cases,Sierra Leone,2015-07-07,4194.0
10083,Cumulative number of probable Ebola cases,Guinea,2015-07-07,450.0
10084,Cumulative number of suspected Ebola cases,Liberia,2015-07-07,5636.0
10085,Cumulative number of confirmed Ebola cases,Liberia,2015-07-07,3151.0
10086,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-07-07,3574.0
10087,Cumulative number of probable Ebola deaths,Sierra Leone,2015-07-07,208.0
10088,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-07-07,158.0
10089,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-07-07,3748.0
10090,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-07-07,13155.0
10091,Cumulative number of confirmed Ebola deaths,Guinea,2015-07-07,2049.0
10092,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-07-07,8674.0
10093,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-07-07,10666.0
10094,Cumulative number of probable Ebola deaths,Guinea,2015-07-07,450.0
10100,Cumulative number of confirmed Ebola cases,Italy,2015-07-07,1.0
10101,Cumulative number of probable Ebola cases,Italy,2015-07-07,0.0
10102,Cumulative number of suspected Ebola cases,Italy,2015-07-07,0.0
10103,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-07,0.0
10104,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-07-07,1.0
10105,Cumulative number of confirmed Ebola cases,United Kingdom,2015-07-07,1.0
10106,Cumulative number of probable Ebola cases,United Kingdom,2015-07-07,0.0
10107,Cumulative number of suspected Ebola cases,United Kingdom,2015-07-07,0.0
10108,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-07,0.0
10109,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-07-07,1.0
10110,Cumulative number of confirmed Ebola cases,Mali,2015-07-07,7.0
10111,Cumulative number of probable Ebola cases,Mali,2015-07-07,1.0
10112,Cumulative number of suspected Ebola cases,Mali,2015-07-07,0.0
10113,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-07,6.0
10114,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-07-07,8.0
10115,Cumulative number of confirmed Ebola cases,Nigeria,2015-07-07,19.0
10116,Cumulative number of probable Ebola cases,Nigeria,2015-07-07,1.0
10117,Cumulative number of suspected Ebola cases,Nigeria,2015-07-07,0.0
10118,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-07-07,20.0
10119,Cumulative number of confirmed Ebola cases,Senegal,2015-07-07,1.0
10120,Cumulative number of probable Ebola cases,Senegal,2015-07-07,0.0
10121,Cumulative number of suspected Ebola cases,Senegal,2015-07-07,0.0
